programme,acronym,project_title,abstract,researcher,host_institution,country,region,project_number,call,instrument,research_domain,panel,call_year,start_date,end_date,amount_granted,cordis_link,snsf_institution
Horizon 2020,MycoRailway,Discovery and molecular investigation of mycobacterial transporters responsible for iron acquisition,"To infect humans, the devastating pathogen Mycobacterium tuberculosis critically depends on two closely related siderophores – soluble carboxymycobactin and membrane-bound mycobactin – which capture iron with high affinity inside the host cell. Despite their undisputed importance for virulence, little is known about how these siderophores are exported and imported across the two mycobacterial membranes.Building on my lab’s experience in elucidating transport processes of pathogenic bacteria, we will unravel the molecular mechanism of an unusual ABC exporter which is thought to import iron-loaded siderophores across the inner mycobacterial membrane and to release iron in the cytoplasm by virtue of its attached siderophore interacting domain. Further, we will investigate two proton-driven transporters responsible for the efflux of empty siderophores, exhibiting an unknown protein fold. We will determine atomic structures by combining X-ray crystallography and cryo-EM and thoroughly investigate active in- and efflux of siderophores in liposomes as well as in cells. Siderophore transport across the outer mycobacterial membrane is a terra incognita. By combining high-density transposon mutagenesis with deep sequencing (Tn-Seq), we aim to discover novel receptors, carriers and channels involved in siderophore transport, which are subsequently characterized at the biochemical and structural level. Siderophore-mediated iron acquisition offers a vulnerable attacking point of M. tuberculosis. Using protein engineering, we will develop a human siderocalin exhibiting low affinity binding for carboxymycobactin into a therapeutic agent able to efficiently capture mycobacterial siderophores and thereby starve M. tuberculosis for iron. In summary, we will discover novel proteins involved in iron acquisition, gain mechanistic insights into poorly understood siderophore transport processes at the molecular level and explore novel strategies to treat tuberculosis.",Markus Andreas Seeger,University of Zurich,Switzerland,-,772190,ERC-2017-COG,Consolidator Grants,Life Sciences (LS),"LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions",2017,43191,45382,1999865,https://cordis.europa.eu/project/id/772190,University of Zurich
Horizon 2020,REPLISTRESS,DNA Replication: From Physiology to Replication Stress in Human Cancer,"Replication of the genome is of critical importance for cell proliferation and organismal development. To ensure accurate and complete replication of their genome, eukaryotes have hundreds to thousands of replication origins. In budding yeast, the genomic positions of all the origins are known, as is the order in which they fire. In contrast, in human cells, the mapping of origins is controversial and origin firing may be stochastic and plastic. Furthermore, while normal cells replicate their genomes with high fidelity; in cancer cells, the presence of activated oncogenes leads to collapse of DNA replication forks (DNA replication stress), DNA damage and genomic instability.My laboratory has recently elucidated key differences in DNA replication after oncogene induction. We mapped replication origins on the human genome and found that, in addition to the origins present before oncogene induction, a new class of “oncogene-induced” origins was observed upon activation of the CCNE1 (Cyclin E) or MYC (c-Myc) genes. Only forks from the oncogene-induced origins were prone to collapse, leading to the genomic instability patterns observed in the common human cancers.In this proposal, we aim to map with high precision the human replication origins, determine if their firing is stochastic or deterministic and identify sequence motifs that are important for origin firing (Aim 1). We further aim to explore how transcription in the G1 phase of the cell cycle regulates origin firing (Aim 2). This endeavour is motivated by our observation that transcription in G1 inactivates intragenic origins. Finally, we aim to understand how transcription, replication and repair are coordinated to avoid DNA replication stress in normal cells (Aim 3).The proposed experiments will help us understand how normal cells replicate their genome with high fidelity and how oncogenes interfere with this process.",Athanassios Dimitrios Halazonetis,University of Geneva,Switzerland,-,788681,ERC-2017-ADG,Advanced Grants,Life Sciences (LS),"LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions",2017,43374,45565,2231378,https://cordis.europa.eu/project/id/788681,University of Geneva
Horizon 2020,Precision Motifs,Analysis of functional tissue motifs for precision medicine in metastatic breast cancer,"Cancer precision medicine aims to bring the right drug (or right drug combination) to the right person. To achieve this, the molecular cause of an individual’s disease must be identified and a treatment chosen that targets that cause to remedy the dysfunction. Tumors are dynamic ecosystems with high heterogeneity in tumor, immune, and stromal cell compartments. This complexity is the main obstacle to implementation of precision medicine. Consequently, approaches that rationalize and use tumor ecosystems for precision medicine are needed. To enable this, I propose to establish the concept of functional tissue motif, a multiscale network representation of multi-cellular assemblies that executes a definable set of anti-tumor or pro-tumor functional outputs. The utility of functional tissue motifs for precision medicine will be demonstrated in the context of metastatic breast cancer, which causes nearly 450,000 cancer-associated deaths each year. We will develop a highly multiplexed 3D tissue imaging approach with unprecedented throughput that provides subcellular resolution to analyze a large cohort of primary and matched metastatic tumors. We will then use viable tumor samples ex vivo to systematically perturb intra-cellular and inter-cellular network wiring using approved drugs, and the drug effects will be measured by highly multiplexed imaging. Functional tissue motifs will be identified using community and geostatistical methods and probabilistic network modeling. Analysis of functional tissue motifs in the light of the clinical data will be used to derive a novel classification system and to identify vulnerabilities in metastatic breast tumors. These vulnerabilities will be validated in follow-up experiments and in a clinical study. Given their focus on functional output, information content and versatility, functional tissue motifs promise to be a powerful concept and should enable to point to appropriate treatments, and inform development of new therapies.",Bernd Bodenmiller,University of Zurich,Switzerland,-,866074,ERC-2019-COG,Consolidator Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2019,44075,45900,2000000,https://cordis.europa.eu/project/id/866074,University of Zurich
Horizon 2020,Proteomes-in-3D,Three-dimensional dynamic views of proteomes as a novel readout for physiological and pathological alterations,"Protein expression screens are routinely used to identify biological processes deregulated upon disease development or upon specific cellular perturbations. Generating molecular hypotheses from these ‘omic data remains challenging, however, and many molecular events that modulate protein function do not involve altered protein levels. With this project, I propose a new paradigm. I propose that by measuring altered structures of proteins on a global scale, we can capture altered functional states of proteins and proteomes. I propose that the new approach will support the generation of testable molecular hypotheses from global data and the development of new frameworks for the modelling of biological systems. 

Building on a unique mass spectrometric approach my lab developed, which captures protein structural changes on a proteome-wide scale, we will assess the performance of the global structural readout at analyzing complex phenotypes. We will apply it to a biomedical problem of interest to my lab: the functional and pathological implications of protein aggregates or superassemblies (SAs). 

Protein aggregates form not only during disease but also under physiological conditions. These structures regulate important normal processes and contribute to cellular architecture. Using the new structural approach, we will identify and characterize networks of novel functional SAs in E. coli, mouse, and human proteomes. We will assess how genomic variation, environment and age modulate protein structures and SA assembly and how SAs are linked to phenotypes. Last, we will translate our approach to a clinical setting and ask whether altered protein structures can serve as biomarkers of disease, specifically Parkinson’s disease and how SAs underlie Parkinson’s subtypes. We will collect the wealth of dynamic structural data generated through this project into an Atlas of Structural Proteome Dynamics and use the data to shed new light on features of the structural proteome.
",Paola Picotti,Swiss Federal Institute of Technology Zurich (ETH Zurich),Switzerland,-,866004,ERC-2019-COG,Consolidator Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2019,43891,45716,2000000,https://cordis.europa.eu/project/id/866004,ETH Zurich
Horizon 2020,CROSSINGSCALES,Reverse Scale-Crossing Effects In Biology,"The central dogma in biology often invokes a bottom-up picture of life. However, at different biological scales, new properties in form and function arise that have a superseding causal impact on the behaviour of the lower-scale components from which these new properties emerge. These top-down or reverse scale-crossing effects must be taken into account in order to make predictions about spatiotemporally controlled single-cell fates, activities, levels of gene expression, or the functional outcome of cellular signalling. They can stem from the multicellular, the cellular, and the intracellular scale, and can be quantified using multiscale and multiplexed RNA and protein state imaging in combination with computer vision and data-driven modelling. The ability to comprehensively map these reverse causal effects across multiple scales has the potential to revolutionize most, if not all domains of biology and medicine. In this project, we will establish the importance of reverse causal effects in human induced pluripotent stem cells and early D. rerio embryos. To achieve this, we will develop a quantitative imaging method beyond the diffraction limit of light without compromising scalability in temporal and spatial dimensions. We will also develop a method that achieves scalable, transcriptome-wide image-based multiplexing of mRNA transcripts, and we will extend our computer vision approaches to higher resolution and to three spatial dimensions. These methods will be systematically applied to stem cell collectives grown in 2D and 3D, as well as to early embryos, achieving comprehensive quantification of nuclear and chromatin states, gene expression, subcellular organization, cellular states, and tissue-scale organization across millions of individual cells within the same dataset. These datasets will be used to quantify how, at different scales, new properties in form and function arise that have a superseding causal impact on the behaviour of the lower-scale components",Lucas Pelkmans,University of Zurich,Switzerland,-,885579,ERC-2019-ADG,Advanced Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2019,44075,45900,2411075,https://cordis.europa.eu/project/id/885579,University of Zurich
Horizon 2020,DNAccess,Overcoming chromatin restricted DNA access,"Differential gene expression programs account for the diversity of cell types in our body. They are controlled by intricate networks of sequence-specific transcription factors (TFs) that operate in the context of chromatin. Chromatin is itself an essential component of this process, and is part of the system that selectively restricts DNA access for TFs. As a consequence, most TFs only bind to a small subset of their motif occurrences, in a way we currently do not fully understand. Our inability to predict binding of a TF based on its cognate motif and location in the genome is a serious obstacle towards predictive models of gene regulation.
DNAccess has the ambitious goal to define in vivo the sensitivities of TFs to nucleosomes and their reliance on chromatin remodeling enzymes for binding. Using novel genomics and genome editing tools we will: (a) systematically vary TF motifs, presence of nucleosomes and their modifications at a defined chromosomal locus and quantify resulting TF binding; (b) explore genome-wide the ability of ectopic TFs to engage with a chromatinized genome in the absence of host cofactor engagement; (c) dissect chromatin remodeler dependent TF binding in order to define temporal order and subcomplex function and (d) deconstruct remodeler recruitment by mutating TF interaction domains. 
DNAccess will build a highly integrated setup to comprehensively characterize how nucleosomes, their modifications and mobility restricts genome access. We will characterize existing chromatin barriers and identify how TFs overcome them. This represents a crucial step towards a comprehensive understanding of the role of chromatin in gene regulation, and will advance our understanding of how specificity is generated in large eukaryotic genomes.",Dirk Schubeler,Friedrich Miescher Institute for Biomedical Research,Switzerland,-,884664,ERC-2019-ADG,Advanced Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2019,44256,46081,2302500,https://cordis.europa.eu/project/id/884664,Institute Friedrich Miescher
Horizon 2020,ANTHROPOID,Great ape organoids to reconstruct uniquely human development,"Humans diverged from our closest living relatives, chimpanzees and other great apes, 6-10 million years ago. Since this divergence, our ancestors acquired genetic changes that enhanced cognition, altered metabolism, and endowed our species with an adaptive capacity to colonize the entire planet and reshape the biosphere. Through genome comparisons between modern humans, Neandertals, chimpanzees and other apes we have identified genetic changes that likely contribute to innovations in human metabolic and cognitive physiology. However, it has been difficult to assess the functional effects of these genetic changes due to the lack of cell culture systems that recapitulate great ape organ complexity. Human and chimpanzee pluripotent stem cells (PSCs) can self-organize into three-dimensional (3D) tissues that recapitulate the morphology, function, and genetic programs controlling organ development. Our vision is to use organoids to study the changes that set modern humans apart from our closest evolutionary relatives as well as all other organisms on the planet. In ANTHROPOID we will generate a great ape developmental cell atlas using cortex, liver, and small intestine organoids. We will use single-cell transcriptomics and chromatin accessibility to identify cell type-specific features of transcriptome divergence at cellular resolution. We will dissect enhancer evolution using single-cell genomic screens and ancestralize human cells to resurrect pre-human cellular phenotypes. ANTHROPOID utilizes quantitative and state-of-the-art methods to explore exciting high-risk questions at multiple branches of the modern human lineage. This project is a ground breaking starting point to replay evolution and tackle the ancient question of what makes us uniquely human?",Jarrett Camp,Roche,Switzerland,-,803441,ERC-2018-STG,Starting Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2018,43617,45443,1500000,https://cordis.europa.eu/project/id/803441,Roche
Horizon 2020,EPICROP,Dissecting epistasis for enhanced crop productivity,"A major goal in plant biology is to understand how naturally occurring genetic variation leads to quantitative differences in economically important traits. Efforts to navigate the genotype-to-phenotype map are often focused on linear genetic interactions. As a result, crop breeding is mainly driven by loci with predictable additive effects. However, it has become clear that quantitative trait variation often results from perturbations of complex genetic networks. Thus, understanding epistasis, or interactions between genes, is key for our ability to predictably improve crops. To meet this challenge, this project will reveal and dissect epistatic interactions in gene regulatory networks that guide stem cell differentiation in the model crop tomato. In the first aim, I will utilize exhaustive allelic series for epistatic MADS-box genes that quantitatively regulate flower and fruit production as an experimental model system to study fundamental principles of epistasis that can be applied to other genetic networks. Genome-wide transcript profiling will be used to reveal molecular signatures of epistasis and potential targets for predictable crop improvement by advanced CRISPR/Cas9 gene editing technology. Further, my preliminary data suggests that epistasis is widespread and important across major productivity traits in tomato. Thus, in a second aim, I will access this untapped resource of cryptic genetic variation by sensitizing a tomato diversity panel for weak epistatic effects from unknown natural modifier loci of stem cell differentiation using trans-acting CRISPR/Cas9 editing cassettes. This screen represents a new approach to mutagenesis in plants with potential to reveal cryptic variation in other system. The outcomes of this project will advance our knowledge in a fundamental area of plant genome biology, help uncover and understand the functional architecture of epistasis, and have potential to bring significant improvements to agriculture.",Sebastian Soyk,University of Lausanne,Switzerland,-,802008,ERC-2018-STG,Starting Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2018,43678,45869,1499903,https://cordis.europa.eu/project/id/802008,University of Lausanne
Horizon 2020,SCIPER,Studying Cancer Individuality by Personal and Predictive Drug Screening and Differential OMICs,"The cellular and molecular systems that determine drug responses in cancer are complex, highly individual, and incompletely understood. As a result, many cancer patients receive ineffective or even harmful therapies, which endangers lives, burdens healthcare systems, and prevents new therapies from reaching clinical approval.To address this problem, we are developing a platform that measures hundreds of ex vivo drug responses from small patient biopsies by immunofluorescence, automated confocal microscopy, single-cell image analysis, and machine learning. We preserve cellular memory and maximize physiological relevance by not culturing or sorting cells prior to drug exposure. Sub-cellular, single-cell, and cell population-wide image analysis reveals on-target drug responses and disentangles multicellular ones. In a first interventional clinical trial, this phenotypic information alone led to strongly improved treatment of patients with aggressive hematologic malignancies.Enabled by this high-throughput, predictive, and phenotypic information, I here propose to identify the molecular and cellular systems that govern treatment response individuality in cancer. (Aim 1) We will combine drug response profiling with RNA sequencing and proteomic measurements of malignant and healthy cells from the same biopsies. Critically, the patient-internal comparisons in both screening and OMICs allow neutralizing complex confounding factors. (Aim 2) New multiplexed immunofluorescence and convolutional neural network-based analyses will identify multiclass cell-types and -states, and quantify non-cell-autonomous responses. (Aim 3) Computational integration and causal inference will identify the molecular determinants and governing principles of drug response individuality in cancer, amenable to further validation. This proposal will thus improve our mechanistic understanding of cancer individuality and develop powerful new tools for OMICs-based precision medicine.",Berend Snijder,Swiss Federal Institute of Technology Zurich (ETH Zurich),Switzerland,-,803063,ERC-2018-STG,Starting Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2018,43405,45412,1500000,https://cordis.europa.eu/project/id/803063,ETH Zurich
Horizon 2020,BioMeTRe,Biophysical mechanisms of long-range transcriptional regulation,"In mammals, transcriptional control of many genes relies on cis-regulatory elements such as enhancers, which are often located tens to hundreds of kilobases away from their cognate promoters. Functional interactions between distal regulatory elements and target promoters require mutual physical proximity, which is linked to the three-dimensional structure of the chromatin fiber. Chromosome conformation capture studies revealed that chromosomes are partitioned into Topologically Associating Domains (TADs), sub-megabase domains of preferential physical interactions of the chromatin fiber. Genetic evidence showed that TAD boundaries restrict the genomic range of enhancer-promoter communication, and that interactions between regulatory sequences within TADs are further fine-tuned by smaller-scale structures. However, the mechanistic details of how physical interactions translate into transcriptional outputs are totally unknown. Here we propose to explore the biophysical mechanisms that link chromosome conformation and long-range transcriptional regulation using molecular biology, genetic engineering, single-cell experiments and physical modeling. We will measure chromosomal interactions in single cells and in time using a novel method that relies on an enzymatic process in vivo. Genetic engineering will be used to establish a cell system that allows quantitative measurement of how enhancer-promoter interactions relate to transcription at the population and single-cell levels, and to test the effects of perturbations without confounding effects. Finally, we will develop physical models of promoter operation in the presence of distal enhancers, which will be used to interpret the experimental data and formulate new testable predictions. With this integrated approach we aim at providing an entirely new layer of description of the general principles underlying transcriptional control, which could establish new paradigms for research in epigenetics and gene regulation.",Luca Giorgetti,Friedrich Miescher Institute for Biomedical Research,Switzerland,-,759366,ERC-2017-STG,Starting Grants,Life Sciences (LS),LS2 - Integrative Biology: From Genes & Genomes to Systems,2017,43101,45291,1500000,https://cordis.europa.eu/project/id/759366,Institute Friedrich Miescher
